AcceptedTaxonID	DistributionElement	StandardInUse
1204094	BOR-SB	TDWG Level 4 code
1207909	NAM	TDWG Level 3 code
1207910	MLW	TDWG Level 3 code
1207916	ANG	TDWG Level 3 code
1207917	ANG	TDWG Level 3 code
1207918	ANG	TDWG Level 3 code
1207920	MOR-MO	TDWG Level 4 code
1207921	SOM	TDWG Level 3 code
1207922	TOG	TDWG Level 3 code
1207923	IVO	TDWG Level 3 code
1207924	ZIM	TDWG Level 3 code
1207925	CAF	TDWG Level 3 code
1217205	CON	TDWG Level 3 code
1217743	84    	TDWG Level 2 code
1217745	84    	TDWG Level 2 code
1217748	8	TDWG Level 1 code
1217751	VEN	TDWG Level 3 code
1217753	PAN	TDWG Level 3 code
1217754	BOL	TDWG Level 3 code
1217757	84    	TDWG Level 2 code
1217761	CLM	TDWG Level 3 code
1217953	NTA	TDWG Level 3 code
1217955	NTA	TDWG Level 3 code
1217956	NTA	TDWG Level 3 code
1217957	NTA	TDWG Level 3 code
1218081	25    	TDWG Level 2 code
1218357	BOR-SR	TDWG Level 4 code
1218360	KEN	TDWG Level 3 code
1218361	27    	TDWG Level 2 code
1218590	84    	TDWG Level 2 code
1221338	COM-CO	TDWG Level 4 code
1221612	ZAM	TDWG Level 3 code
1222258	84    	TDWG Level 2 code
1222259	ECU	TDWG Level 3 code
1222295	84    	TDWG Level 2 code
1222669	FRG	TDWG Level 3 code
1225191	MDG	TDWG Level 3 code
