ReferenceID,Year,Title,Details,Authors
383272,1972,"Phytologia ","Vol.: 23 Issue: 5 p. 495",Wurdack
383273,1932,"Bull. Torrey Bot. Club ","Vol.: 59 p. 369",Gleason
383274,1972,"Phytologia ","Vol.: 23 Issue: 5 p. 498",Wurdack
383275,1964,"Phytologia ","Vol.: 9 p. 420",Wurdack
383276,1972,"Phytologia ","Vol.: 23 Issue: 5 p. 486",Wurdack
383277,1968,"Phytologia ","Vol.: 16 p. 178",Wurdack
383278,1844,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 2 p. 143",Naudin
383279,1976,"Phytologia ","Vol.: 35 Issue: 1 p. 5",Wurdack
383280,1845,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 4 p. 55",Naudin
383281,1922,"Contr. U.S. Natl. Herb. ","Vol.: 24 Issue: 1 p. 15",S.F.Blake
383282,1941,"Field Mus. Nat. Hist., Bot. Ser. ","Vol.: 13 Issue: 4/1 p. 488",J.F.Macbr.
383283,1960,"Phytologia ","Vol.: 7 Issue: 5 p. 240",Wurdack
383284,1964,"Phytologia ","Vol.: 9 p. 425",Wurdack
383285,1978,"Phytologia ","Vol.: 41 Issue: 1 p. 7",Wurdack
383286,1960,"Phytologia ","Vol.: 7 p. 243",Wurdack
383287,1937,"Brittonia ","Vol.: 2 Issue: 4 p. 325",Gleason
383288,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 139",Triana
383290,1941,"Field Mus. Nat. Hist., Bot. Ser. ","Vol.: 13 Issue: 4/1 p. 341",J.F.Macbr.
383291,1976,"Phytologia ","Vol.: 35 Issue: 1 p. 4",Wurdack
383292,1964,"Phytologia ","Vol.: 9 p. 411",Wurdack
383293,1967,"Mem. New York Bot. Gard. ","Vol.: 16 p. 10",Wurdack
383294,1977,"Phytologia ","Vol.: 35 Issue: 3 p. 246",Wurdack
383295,1788,"Prodr. (Swartz)","p. 70",Sw.
383296,1788,Prodr.,"p. 70",Sw.
383297,1788,Prodr.,"p. 69",Sw.
383298,1815,"Monogr. Melast. ","Vol.: 1 p. 100",Bonpl.
383299,1809,"Monogr. Melast. ","Vol.: 1 p. 46",Bonpl.
383300,1978,"Phytologia ","Vol.: 39 Issue: 5 p. 329",Wurdack
383301,1973,"Phytologia ","Vol.: 26 Issue: 6 p. 397",Wurdack
383302,1964,"Phytologia ","Vol.: 9 p. 416",Wurdack
383303,1932,"Amer. J. Bot. ","Vol.: 19 p. 746",Gleason
383304,1905,"Trans. & Proc. Bot. Soc. Edinburgh ","Vol.: 22 p. 432",Sprague
383305,1976,"Phytologia ","Vol.: 31 Issue: 6 p. 493",Wurdack
383308,1852,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 18 Issue: 2 p. 138",Naudin
383309,1987,"Brittonia ","Vol.: 39 Issue: 2 p. 159",Wurdack
383310,1987,"Brittonia ","Vol.: 39 Issue: 2 p. 159",Wurdack
383311,1987,"Brittonia ","Vol.: 39 Issue: 2 p. 161",Wurdack
383312,1987,"Brittonia ","Vol.: 39 Issue: 2 p. 161",Wurdack
383313,1987,"Brittonia ","Vol.: 39 Issue: 2 p. 163",Wurdack
383315,1987,"Brittonia ","Vol.: 39 Issue: 2 p. 164",Wurdack
383317,1938,"Publ. Field Mus. Nat. Hist., Bot. Ser. ","Vol.: 18 Issue: 3 p. 805",Standl.
383318,1970,"Phytologia ","Vol.: 20 p. 373",Wurdack
383319,1808,"Monogr. Melast. ","Vol.: 2 p. 38",Bonpl.
383322,1904,"Trans. & Proc. Bot. Soc. Edinburgh ","Vol.: 22 p. 432",Sprague
383323,1823,"Mem. Wern. Nat. Hist. Soc. ","Vol.: 4 p. 308",D.Don
383324,1973,"Phytologia ","Vol.: 26 Issue: 6 p. 408",Wurdack
383325,1851,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 17 Issue: 5 p. 364",Naudin
383326,1932,"Bull. Torrey Bot. Club ","Vol.: 59 p. 375",Gleason
383327,1964,"Phytologia ","Vol.: 9 p. 425",Wurdack
383328,1828,"Prodr. ","Vol.: 3 p. 127",DC.
383329,1775,"Hist. Pl. Guiane ","Vol.: 1 p. 435",Aubl.
383330,1852,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 18 Issue: 2 p. 137",Naudin
383331,1990,"Phytologia ","Vol.: 69 Issue: 5 p. 320",Wurdack
383334,1989,"Mem. New York Bot. Gard. ","Vol.: 50 p. 28",S.S.Renner
383335,1923,"Bol. Comercial Industr.","Vol.: 4 p. 40",Pittier
383336,1859,"Linnaea ","Vol.: 30 p. 157",H.Karst.
383339,1969,"Phytologia ","Vol.: 18 p. 160",Wurdack
383341,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 139",Wurdack
383342,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 138",Wurdack
383343,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 416",Gleason
383344,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 416",Gleason
383346,1966,"Phytologia ","Vol.: 13 p. 65",Wurdack
383347,1840,"J. Bot. (Hooker) ","Vol.: 2 p. 291",Benth.
383348,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 40",Triana
383349,1950,"Phytologia ","Vol.: 3 p. 243",Gleason
383350,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 417",Gleason
383351,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 141",Wurdack
383352,1876,"Adansonia ","Vol.: 12 p. 75",Baill.
383353,1958,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 1 p. 100",Wurdack
383357,1932,"Amer. J. Bot. ","Vol.: 19 p. 748",Gleason
383358,1972,"Phytologia ","Vol.: 24 Issue: 3 p. 205",Wurdack
383359,1893,"Mem. Torrey Bot. Club ","Vol.: 3 Issue: 3 p. 28",Cogn.
383361,1886,"Fl. Bras. ","Vol.: 14 Issue: 4 p. 120","Cogn. in Mart."
383362,1932,"Amer. J. Bot. ","Vol.: 19 p. 741",Gleason
383363,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 58",Cogn.
383364,1968,"Phytologia ","Vol.: 16 Issue: 3 p. 177",Wurdack
383365,1893,"Mem. Torrey Bot. Club ","Vol.: 3 Issue: 3 p. 31","Cogn. in Rusby"
383366,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 93",Cogn.
383367,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 60","Cogn. ex Britton"
383368,1972,"Phytologia ","Vol.: 23 Issue: 5 p. 488",Wurdack
383369,1961,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 4 p. 35",Wurdack
383370,1913,"Meded. Rijks-Herb. ","Vol.: 19 p. 78",Cogn.
383371,1896,"Bull. Torrey Bot. Club ","Vol.: 23 Issue: 1 p. 17",Cogn.
383372,1896,"Bull. Torrey Bot. Club ","Vol.: 23 Issue: 7 p. 276",Cogn.
383373,1964,"Mem. New York Bot. Gard. ","Vol.: 10 p. 176",Wurdack
383374,1852,"Ann. Sci. Nat., Bot., sér. 3, ","Vol.: 18 p. 284",Naudin
383375,1972,"Phytologia ","Vol.: 22 p. 424",Morley
383376,1840,"J. Bot. (Hooker)","Vol.: 2 p. 24","Hook. in Gardner"
383377,1940,"Anais Reunião Sul-Amer. Bot. ","Vol.: 3 p. 69",Ducke
383378,1935,"Recueil Trav. Bot. Néerl. ","Vol.: 32 p. 212",Gleason
383379,1972,"Phytologia ","Vol.: 22 p. 425",Morley
383380,1788,"Prodr. (Swartz)","p. 73",Sw.
383381,1844,"Linnaea ","Vol.: 18 p. 290",Miq.
383382,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 p. 434",Morley
383383,1972,"Phytologia ","Vol.: 22 p. 427",Morley
383384,1971,"Brittonia ","Vol.: 23 p. 423",Morley
383385,1788,"Prodr. (Swartz)","p. 73",Sw.
383386,1943,"Trop. Woods ","Vol.: 76 p. 25",Ducke
383388,1829,"Bot. Misc. ","Vol.: 1 p. 122",Hook.
383389,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 154",Triana
383390,1961,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 4 p. 46","Morley & Wurdack"
383391,1963,"Bull. Torrey Bot. Club ","Vol.: 90 p. 14",Morley
383392,1983,"Brittonia ","Vol.: 35 p. 46",Almeda
383393,1891,"Monogr. Phan.","Vol.: 7 p. 822",Cogn.
383395,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 149",Wurdack
383396,1979,"Phytologia ","Vol.: 43 Issue: 4 p. 341",Wurdack
383397,1828,"Prodr. (DC.)","Vol.: 3 p. 107",DC.
383398,1941,"Field Mus. Nat. Hist., Bot. Ser. ","Vol.: 13 Issue: 4 p. 299",J.F.Macbr.
383399,1965,"Caldasia ","Vol.: 9 p. 238",L.Uribe
383400,1807,"Monogr. Melast. ","Vol.: 1 p. 39",Bonpl.
383402,1972,"Phytologia ","Vol.: 24 Issue: 3 p. 201",Wurdack
383403,1972,"Phytologia ","Vol.: 24 Issue: 3 p. 204",Wurdack
383404,1807,"Monogr. Melast. ","Vol.: 1 p. 11",Bonpl.
383405,1969,"Phytologia ","Vol.: 18 Issue: 3 p. 148",Wurdack
383406,1972,"Phytologia ","Vol.: 24 Issue: 3 p. 196",Wurdack
383407,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 14 Issue: 2 p. 146","Bonpl. ex Naudin"
383408,1965,"Phytologia ","Vol.: 11 p. 379",Wurdack
383409,1953,"Mem. New York Bot. Gard.","Vol.: 8 p. 381",Almeda
383410,1953,"Mem. New York Bot. Gard. ","Vol.: 8 p. 401",Wurdack
383411,1953,"Mem. New York Bot. Gard. ","Vol.: 8 p. 394",Wurdack
383412,1988,"Phytologia ","Vol.: 64 Issue: 4 p. 296",Wurdack
383413,1971,"Phytologia ","Vol.: 21 Issue: 2 p. 124",Wurdack
383414,1967,"Mem. New York Bot. Gard. ","Vol.: 16 p. 37",Wurdack
383415,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 433",Gleason
383416,1953,"Mem. New York Bot. Gard. ","Vol.: 8 Issue: 4 p. 367",Wurdack
383417,1953,"Mem. New York Bot. Gard. ","Vol.: 8 Issue: 4 p. 369",Wurdack
383418,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 14 Issue: 2 p. 131",Naudin
383419,1965,"Phytologia ","Vol.: 11 Issue: 6 p. 384",Wurdack
383420,1972,"Phytologia ","Vol.: 23 Issue: 5 p. 497",Wurdack
383421,1971,"Phytologia ","Vol.: 21 Issue: 6 p. 353",Wurdack
383422,1971,"Phytologia ","Vol.: 21 Issue: 6 p. 354",Wurdack
383424,1971,"Phytologia ","Vol.: 21 Issue: 2 p. 118",Wurdack
383425,1971,"Phytologia ","Vol.: 21 Issue: 2 p. 119",Wurdack
383426,1828,"Prodr. (DC.)","Vol.: 3 p. 164",DC.
383427,1971,"Phytologia ","Vol.: 21 Issue: 2 p. 126",Wurdack
383428,1954,"Phytologia ","Vol.: 5 Issue: 2 p. 55",Wurdack
383429,1954,"Phytologia ","Vol.: 5 p. 59",Wurdack
383430,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 409",Wurdack
383432,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 418",Wurdack
383433,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 419",Wurdack
383434,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 422",Wurdack
383435,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 423",Wurdack
383436,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 424",Wurdack
383437,1964,"Phytologia ","Vol.: 9 Issue: 7 p. 412",Wurdack
383438,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 95",Triana
383439,1980,"Phytologia ","Vol.: 45 Issue: 4 p. 333",Wurdack
383443,1975,"Phytologia ","Vol.: 31 Issue: 6 p. 495",Wurdack
383444,1982,"Phytologia ","Vol.: 52 Issue: 1 p. 61",Wurdack
383445,1978,"Phytologia ","Vol.: 39 Issue: 5 p. 326",Wurdack
383446,1967,"Phytologia ","Vol.: 14 p. 258",Wurdack
383447,1967,"Phytologia ","Vol.: 14 p. 259",Wurdack
383448,1966,"Phytologia ","Vol.: 13 p. 70",Wurdack
383449,1966,"Phytologia ","Vol.: 13 p. 71",Wurdack
383450,1966,"Phytologia ","Vol.: 13 p. 72",Wurdack
383451,1896,"Bull. Torrey Bot. Club ","Vol.: 23 p. 277",Cogn.
383452,1908,"Bot. Jahrb. Syst. ","Vol.: 42 p. 135",Cogn.
383453,1960,"Phytologia ","Vol.: 7 Issue: 5 p. 233",Wurdack
383454,1935,"Phytologia ","Vol.: 1 p. 135",Gleason
383455,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 56",Cogn.
383456,1963,"Fieldiana, Bot. ","Vol.: 29 Issue: 10 p. 564",L.O.Williams
383457,1963,"Fieldiana, Bot. ","Vol.: 29 Issue: 10 p. 564",L.O.Williams
383458,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 35",Triana
383459,1931,"Bull. Torrey Bot. Club ","Vol.: 58 Issue: 2 p. 83",Gleason
383461,1950,"Phytologia ","Vol.: 3 Issue: 7 p. 360",Gleason
383463,1891,"Monogr. Phan. ","Vol.: 7 p. 1193","Cogn. in A.DC. & C.DC."
383465,1887,"Fl. bras. ","Vol.: 14 Issue: 4 p. 232","Cogn. in Mart."
383466,1886,"Fl. Bras. ","Vol.: 14 Issue: 4 p. 106","Cogn. in Mart."
383467,1989,"Proc. Calif. Acad. Sci., Ser. 4 ","Vol.: 46 p. 144",Almeda
383468,1891,"Monogr. Phan. ","Vol.: 7 p. 1191","Cogn. in A.DC. & C.DC."
383470,1849,"Linnaea ","Vol.: 22 p. 543",Miq.
383473,1891,"Monogr. Phan. ","Vol.: 7 p. 1191","Cogn. in A.DC. & C.DC."
383474,1985,"Bull. Mus. Natl. Hist. Nat., sér. 4, B, Adansonia ","Vol.: 6 Issue: 4 p. 437",Jacq.-Fél.
383475,1958,"Publ. Inst. Nac. Pesq. Amazonia Bot. ","Vol.: 8 p. 8",Brade
383476,1860,"Fl. Brit. W.I. (Grisebach)","p. 247",Griseb.
383477,1968,"Phytologia ","Vol.: 16 p. 170",Wurdack
383478,1971,"Brittonia ","Vol.: 23 Issue: 2 p. 326",Whiffin
383479,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 238",Wurdack
383480,1828,"Prodr. (DC.)","Vol.: 3 p. 115","Mart. ex DC."
383481,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 54",Britton
383482,1981,"Phytologia ","Vol.: 48 Issue: 3 p. 245",Wurdack
383483,1967,"Phytologia ","Vol.: 14 Issue: 5 p. 257",Wurdack
383484,1915,"Notizbl. Königl. Bot. Gart. Berlin","Vol.: 6 p. 368",Ule
383485,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 133",Triana
383486,1984,"Phytologia ","Vol.: 55 Issue: 3 p. 145",Wurdack
383487,1852,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 18 Issue: 2 p. 114",Naudin
383488,1896,"Mem. Torrey Bot. Club ","Vol.: 6 p. 38",Cogn.
383489,1972,"Phytologia ","Vol.: 24 Issue: 3 p. 195",Wurdack
383490,1887,"Bull. Acad. Roy. Sci. Bruxelles ","Vol.: 14 p. 938",Cogn.
383491,1976,"Phytologia ","Vol.: 35 Issue: 1 p. 11",Wurdack
383493,1885,"Fl. Bras. (Martius)","Vol.: 14 Issue: 3 p. 261",Cogn.
383494,1828,"Prodr. (DC.)","Vol.: 3 p. 116","Mart. ex DC."
383495,1974,"Phytologia ","Vol.: 29 Issue: 2 p. 145",Wurdack
383497,1973,"Adansonia, n.s. ","Vol.: 13 Issue: 2 p. 188",Jacq.-Fél.
383498,1828,"Prodr. (DC.)","Vol.: 3 p. 178",DC.
383500,1891,"Monogr. Phan. ","Vol.: 7 p. 827","Cogn. in A.DC. & C.DC."
383501,1828,"Prodr. ","Vol.: 3 p. 158",DC.
383502,1978,"Phytologia ","Vol.: 38 Issue: 4 p. 302",Wurdack
383503,1906,"Bot. Gaz. ","Vol.: 42 Issue: 4 p. 297","Donn. Sm."
383504,1964,"Fieldiana, Bot. ","Vol.: 31 Issue: 2 p. 34",L.O.Williams
383505,1931,"Bull. Torrey Bot. Club ","Vol.: 58 Issue: 2 p. 82",Gleason
383506,1939,"Brittonia ","Vol.: 3 Issue: 2 p. 114",Gleason
383507,1963,"Fieldiana, Bot. ","Vol.: 29 Issue: 10 p. 556",L.O.Williams
383508,1973,"Phytologia ","Vol.: 26 Issue: 6 p. 405",Wurdack
383509,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 153",Wurdack
383510,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 424",Gleason
383511,1969,"Phytologia ","Vol.: 19 Issue: 3 p. 196",Wurdack
383512,1969,"Phytologia ","Vol.: 19 Issue: 3 p. 197",Wurdack
383513,1934,"J. Bot. ","Vol.: 72 p. 306",Tutin
383514,1969,"Phytologia ","Vol.: 19 Issue: 3 p. 197",Wurdack
383516,1950,"Phytologia ","Vol.: 3 Issue: 7 p. 351",Gleason
383517,1925,"Bull. Torrey Bot. Club ","Vol.: 52 p. 376",Gleason
383518,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 113",Triana
383519,1913,"Symb. Antill. ","Vol.: 7 p. 526","Cogn. in Urb."
383520,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 168",Wurdack
383521,1925,"Bull. Torrey Bot. Club ","Vol.: 52 p. 379",Gleason
383522,1932,"Brittonia ","Vol.: 1 p. 181",Gleason
383523,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 428",Gleason
383524,1972,"Phytologia ","Vol.: 22 Issue: 5 p. 404",Wurdack
383525,1958,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 1 p. 101",Wurdack
383526,1952,"Fieldiana, Bot. ","Vol.: 28 p. 428",Gleason
383527,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 176",Wurdack
383528,1961,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 4 p. 43",Wurdack
383529,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 176",Wurdack
383530,1981,"Proc. Calif. Acad. Sci., Ser. 4 ","Vol.: 42 p. 309",Almeda
383531,1980,"Rhodora ","Vol.: 82 Issue: 832 p. 609",Almeda
383533,1938,"Bull. Torrey Bot. Club ","Vol.: 65 p. 580",Gleason
383534,1981,"Proc. Calif. Acad. Sci., Ser. 4 ","Vol.: 42 p. 312",Almeda
383536,1938,"Publ. Field Mus. Nat. Hist., Bot. Ser. ","Vol.: 18 Issue: 3 p. 842",Standl.
383537,1953,"Mem. New York Bot. Gard. ","Vol.: 8 p. 138",Gleason
383538,1964,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 156",Wurdack
383539,1891,"Monogr. Phan. [A.DC. & C.DC.]","Vol.: 7 p. 705",Cogn.
383540,1934,"Bull. Soc. Bot. France ","Vol.: 81 p. 326",Benoist
383541,1938,"Notizbl. Bot. Gart. Berlin-Dahlem ","Vol.: 14 p. 33",Markgr.
383542,1979,"Phytologia ","Vol.: 43 Issue: 4 p. 347",Wurdack
383543,1977,"Phytologia ","Vol.: 35 Issue: 3 p. 247",Wurdack
383544,1966,"Caldasia ","Vol.: 9 p. 464",L.Uribe
383546,1972,"Bol. Soc. Brot., Ser. 2,","Vol.: 46 p. 68","A.Fern. & R.Fern."
383547,1914,"Wiss. Erg. Schwed. Rhodesia-Kongo-Exp. 1911-1912","Vol.: 1 p. 180","Gilg ex R.E.Fr."
383549,1982,"Phytologia ","Vol.: 52 Issue: 1 p. 64",Wurdack
383550,1906,"Bot. Gaz. ","Vol.: 42 Issue: 4 p. 295","Donn. Sm."
383551,1989,"Proc. Calif. Acad. Sci., Ser. 4 ","Vol.: 46 p. 146",Almeda
383552,1960,"Phytologia ","Vol.: 7 Issue: 5 p. 234",Wurdack
383553,1940,"Publ. Carnegie Inst. Wash. ","Vol.: 522 p. 340",Gleason
383554,1945,"Bull. Torrey Bot. Club ","Vol.: 72 Issue: 4 p. 387",Gleason
383555,2002,"Proc. Calif. Acad. Sci., ser. 4, ","Vol.: 53 Issue: 9 p. 102",R.H.Warner
383556,2002,"Proc. Calif. Acad. Sci., ser. 4, ","Vol.: 53 Issue: 9 p. 111",R.H.Warner
383557,1930,"Bull. Torrey Bot. Club ","Vol.: 57 p. 75",Gleason
383558,1844,"Bot. Voy. Sulphur ","p. 96",Benth.
383559,1852,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 18 p. 105",Naudin
383560,1989,"Mem. New York Bot. Gard. ","Vol.: 50 p. 52",S.S.Renner
383561,1960,"Phytologia ","Vol.: 7 Issue: 5 p. 234",Wurdack
383562,1925,"Bull. Torrey Bot. Club ","Vol.: 52 p. 453",Gleason
383563,1930,"Bull. Torrey Bot. Club ","Vol.: 57 p. 70",Gleason
383564,1933,"Phytologia ","Vol.: 1 p. 31",Gleason
383565,1962,"Phytologia ","Vol.: 8 Issue: 4 p. 168",Wurdack
383566,1850,"Ann. Sci. Nat., Bot., ser. 3, ","Vol.: 16 Issue: 2 p. 100",Naudin
383567,1967,"Mem. New York Bot. Gard. ","Vol.: 16 p. 4",Wurdack
383568,1976,"Fl. Neotrop. ","Vol.: 15 p. 122",Morley
383569,1953,"Mem. New York Bot. Gard. ","Vol.: 8 Issue: 4 p. 376",Wurdack
383570,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 99",Triana
383571,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 71",Triana
383572,1886,"Fl. Bras. (Martius)","Vol.: 14 Issue: 4 p. 135",Cogn.
383573,1925,"Bull. Torrey Bot. Club ","Vol.: 52 p. 386",Gleason
383574,1887,"Bull. Acad. Belg., Ser. 3","Vol.: 14 p. 958",Cogn.
383575,1989,"Ann. Missouri Bot. Gard. ","Vol.: 76 p. 432",Morley
383576,1979,"Phytologia ","Vol.: 43 Issue: 4 p. 344",Wurdack
383577,1886,"Fl. Bras. ","Vol.: 14 Issue: 4 p. 76","Cogn. in Mart."
383578,1973,"Phytologia ","Vol.: 26 Issue: 6 p. 407",Wurdack
383579,1977,"Phytologia ","Vol.: 35 Issue: 3 p. 243",Wurdack
383581,1955,"Bol. Soc. Brot., Ser. 2,","Vol.: 29 p. 57","A.Fern. & R.Fern."
383582,1921,"Bull. Misc. Inform. Kew ","Vol.: 1921 p. 372",Hutch.
383583,1954,"Garcia de Orta ","Vol.: 2 p. 278","A.Fern. & R.Fern."
383584,1963,"Mem. New York Bot. Gard. ","Vol.: 10 Issue: 5 p. 147",Wurdack
383585,1962,"Bol. Soc. Venez. Ci. Nat. ","Vol.: 23 p. 74",Wurdack
383586,1952,"Fieldiana, Bot. ","Vol.: 28 p. 429",Gleason
383587,1967,"Phytologia ","Vol.: 14 p. 267",Wurdack
383588,1931,"Bull. Torrey Bot. Club ","Vol.: 58 p. 431",Gleason
383589,1838,"Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans ","Vol.: 6 p. 138",Bong.
383590,1921,"Pflanzenw. Ost-Afrikas","Vol.: 3 Issue: 2 p. 756","Gilg ex Engl."
383592,1960,"Bol. Soc. Brot., sér. 2, ","Vol.: 34 p. 83","A. Fern. & R. Fern."
383593,1960,"Bol. Soc. Brot., sér. 2, ","Vol.: 34 p. 71","A. Fern. & R. Fern."
383594,1978,"Adansonia, sér. 2,","Vol.: 18 p. 232",Jacq.-Fél.
383595,1893,"Mem. Torrey Bot. Club ","Vol.: 3 Issue: 3 p. 32",Cogn.
383596,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 114",Triana
383597,1941,"Bull. Torrey Bot. Club ","Vol.: 68 p. 247",Gleason
383598,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 93",Cogn.
383600,1960,"Phytologia ","Vol.: 7 Issue: 5 p. 244",Wurdack
383601,1844,"Bot. Voy. Sulphur ","p. 94",Benth.
383602,1982,"Phytologia ","Vol.: 50 Issue: 5 p. 306",Wurdack
383603,1938,"Notizbl. Bot. Gart. Berlin-Dahlem ","Vol.: 13 p. 461",Markgr.
383604,1890,"Bull. Torrey Bot. Club ","Vol.: 17 p. 92","Cogn. in Britton"
383605,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 124",Triana
383606,1896,"Bull. Torrey Bot. Club ","Vol.: 23 p. 16",Cogn.
383607,1925,"Bull. Torrey Bot. Club ","Vol.: 52 p. 388",Gleason
383608,1978,"Phytologia ","Vol.: 39 Issue: 5 p. 325",Wurdack
383609,1905,"Publ. Bur. Sci. Gov. Lab. ","Vol.: 29 p. 34",Merr.
383610,1982,"Phytologia ","Vol.: 52 Issue: 1 p. 62",Wurdack
383611,1937,"Brittonia ","Vol.: 2 Issue: 4 p. 327",Gleason
383612,1973,"Phytologia ","Vol.: 26 Issue: 6 p. 399",Wurdack
383613,1976,"Wrightia ","Vol.: 5 Issue: 7 p. 226",Wurdack
383614,1974,"Adansonia, n.s. ","Vol.: 14 Issue: 3 p. 469",Jacq.-Fél.
383615,2001,"Proc. Calif. Acad. Sci., ser. 4, ","Vol.: 52 Issue: 22 p. 523",Almeda
383616,1972,"Phytologia ","Vol.: 23 Issue: 5 p. 483",Wurdack
383623,1908,"Etudes Fl. Bas- Moyen-Congo ","Vol.: 2 p. 328","De Wild."
383624,1974,"Kew Bull. ","Vol.: 29 p. 141",Wickens
383629,1954,"Garcia de Orta ","Vol.: 2 p. 180","A.Fern. & R.Fern."
383634,1975,"Fl. Trop. E. Africa, Melastomat.","p. 60","Jacq.-Fél. ex Wickens"
383635,1975,"Fl. Trop. E. Africa, Melastomat.","p. 60","Jacq.-Fél. ex Wickens"
383638,1953,"Kew Bull. ","Vol.: 8 p. 88",Brenan
383639,1960,"Bol. Soc. Brot., ser. 2, ","Vol.: 34 p. 69","A.Fern. & R.Fern."
383640,1898,"Monogr. Afrik. Pflanzen.-Fam.","Vol.: 2 p. 41",Gilg
383641,1972,"Bol. Soc. Brot., Ser. 2,","Vol.: 46 p. 66","A. Fern. & R. Fern."
383642,1921,"Rev. Zool. Afr.","Vol.: 9, Suppl. Bot. p. 14","De Wild."
383643,1960,"Bol. Soc. Brot., sér. 2, ","Vol.: 34 p. 72","A. Fern. & R. Fern."
383644,1969,"Bol. Soc. Brot., sér. 2, ","Vol.: 43 p. 305","A. Fern. & R. Fern."
383645,1969,"Bol. Soc. Brot., sér. 2,","Vol.: 43 p. 300","A. Fern. & R. Fern."
383646,1960,"Bol. Soc. Brot., sér. 2,","Vol.: 34 p. 87","A. Fern. & R. Fern."
383647,1828,"Prodr. ","Vol.: 3 p. 110",DC.
383649,1871,"Trans. Linn. Soc. London ","Vol.: 28 Issue: 1 p. 139",Triana
383651,1979,"Phytologia ","Vol.: 43 Issue: 4 p. 345",Wurdack
383652,1976,"Phytologia ","Vol.: 35 Issue: 1 p. 4",Wurdack
383653,1937,"Brittonia ","Vol.: 2 Issue: 4 p. 322",Gleason
383654,1973,"Phytologia ","Vol.: 26 Issue: 1 p. 7",Wurdack
383655,1977,"Phytologia ","Vol.: 35 Issue: 3 p. 241",Wurdack
383656,1945,"Bull. Torrey Bot. Club ","Vol.: 72 Issue: 4 p. 388",Gleason
383657,1957,"Brittonia ","Vol.: 9 Issue: 2 p. 103",Wurdack
383659,1978,"Phytologia ","Vol.: 38 Issue: 4 p. 290",Wurdack
