AcceptedTaxonID	DistributionElement	StandardInUse
1152863	VIC	TDWG Level 3 code
1152867	QLD	TDWG Level 3 code
1152868	NSW	TDWG Level 3 code
1152870	NSW	TDWG Level 3 code
1152871	NSW	TDWG Level 3 code
1152872	QLD	TDWG Level 3 code
1152873	Australia: New South Wales, Tasmania, Victoria.	text
1152873	NSW	TDWG Level 3 code
1152873	TAS	TDWG Level 3 code
1152873	VIC	TDWG Level 3 code
1152875	Australia: New South Wales, Victoria.	text
1152875	NSW	TDWG Level 3 code
1152875	VIC	TDWG Level 3 code
1152876	QLD	TDWG Level 3 code
1152878	NSW	TDWG Level 3 code
1152879	QLD	TDWG Level 3 code
1152880	QLD	TDWG Level 3 code
1152882	AGS	TDWG Level 3 code
1152882	Argentina: Chubut. Chile: Arauco, Aisén.	text
1152882	CLC	TDWG Level 3 code
1152882	CLS	TDWG Level 3 code
1152885	AGS	TDWG Level 3 code
1152885	Argentina: Chubut, Neuquen. Chile: Valdivia.	text
1152885	CLS	TDWG Level 3 code
1152888	NZS	TDWG Level 3 code
1152889	NZS	TDWG Level 3 code
1152890	NZS	TDWG Level 3 code
1152891	NZS	TDWG Level 3 code
1152893	NZS	TDWG Level 3 code
1152894	51    	TDWG Level 2 code
1152896	51    	TDWG Level 2 code
1152897	51    	TDWG Level 2 code
1152900	51    	TDWG Level 2 code
1152901	NZN	TDWG Level 3 code
1152904	NZS	TDWG Level 3 code
1152905	51    	TDWG Level 2 code
1152905	New Zealand	text
1152906	51    	TDWG Level 2 code
1152907	NZS	TDWG Level 3 code
1152908	NZN	TDWG Level 3 code
1152908	NZS	TDWG Level 3 code
1152910	NZS	TDWG Level 3 code
1152911	NZS	TDWG Level 3 code
1152912	51    	TDWG Level 2 code
1152913	51    	TDWG Level 2 code
1152914	51    	TDWG Level 2 code
1152915	51    	TDWG Level 2 code
1152917	51    	TDWG Level 2 code
1152918	51    	TDWG Level 2 code
1152919	51    	TDWG Level 2 code
1152920	51    	TDWG Level 2 code
1152923	51    	TDWG Level 2 code
1152924	NZS	TDWG Level 3 code
1152925	51    	TDWG Level 2 code
1152927	51    	TDWG Level 2 code
1152928	NZS	TDWG Level 3 code
1152929	NZS	TDWG Level 3 code
1152931	51    	TDWG Level 2 code
1152933	51    	TDWG Level 2 code
1152934	NZS	TDWG Level 3 code
1152935	51    	TDWG Level 2 code
1152936	51    	TDWG Level 2 code
1152939	AGS	TDWG Level 3 code
1152939	FAL	TDWG Level 3 code
1152939	Falkland/Malvinas Islands	text
1152941	Australia: Victoria.	text
1152941	VIC	TDWG Level 3 code
1152944	URU	TDWG Level 3 code
1152944	Uruguay: Florida.	text
1152945	BZL-SP	TDWG Level 4 code
1152946	BZE-BA	TDWG Level 4 code
1152947	84    	TDWG Level 2 code
1152947	Brazil: Bahia. Minas Gerais. Rio de Janeiro. Rio Grande do Sul. Sao Paulo. Santa Caterina.	text
1152947	BZL	TDWG Level 3 code
1152947	BZS	TDWG Level 3 code
1152948	Brazil: Santa Catarina; Paraguay: Itapua.	text
1152948	BZL	TDWG Level 3 code
1152948	BZS-SC	TDWG Level 4 code
1152948	PAR	TDWG Level 3 code
1152950	Brazil: Sau Paulo.	text
1152950	BZL-SP	TDWG Level 4 code
1152951	Brazil: Rio Grande do Sul.	text
1152951	BZS-RS	TDWG Level 4 code
1152952	Brazil: Rio de Janeiro. Sao Paulo.	text
1152952	BZL-RJ	TDWG Level 4 code
1152953	Brazil: Minas Gerais. Sao Paulo.	text
1152953	BZL-SP	TDWG Level 4 code
1152954	Brazil: Minas Gerais. Sao Paulo.	text
1152954	BZL-MG	TDWG Level 4 code
1152955	Brazil: Espirito Santo. Rio de Janeiro. Sao Paulo.	text
1152955	BZL-RJ	TDWG Level 4 code
1152956	Brazil: Rio de Janeiro; São Paulo.	text
1152956	BZL-RJ	TDWG Level 4 code
1152957	Brazil: Minas Gerais. Rio de Janeiro. Sao Paulo.	text
1152957	BZL-MG	TDWG Level 4 code
1152958	Brazil: Sao Paulo.	text
1152958	BZL-SP	TDWG Level 4 code
1152959	Brazil: Minas Gerais. Rio de Janeiro. Sao Paulo.	text
1152959	BZL-RJ	TDWG Level 4 code
1152961	Brazil: Rio Grande do Sul.	text
1152961	BZS-RS	TDWG Level 4 code
1152963	Brazil: Minas Gerais. Rio de Janeiro. Santa Catarina. Sao Paulo.	text
1152963	BZL-RJ	TDWG Level 4 code
1152963	BZS	TDWG Level 3 code
1152965	AGS-NE	TDWG Level 4 code
1152965	Argentina: Neuquen, Rio Negro. Chile: La Araucania. Aisen.	text
1152965	CLS	TDWG Level 3 code
1152972	NSW	TDWG Level 3 code
1152973	QLD	TDWG Level 3 code
1152974	NSW	TDWG Level 3 code
1152976	QLD	TDWG Level 3 code
1152977	Australia: Victoria.	text
1152977	VIC	TDWG Level 3 code
1152979	VIC	TDWG Level 3 code
1152980	TAS	TDWG Level 3 code
1152984	TAS	TDWG Level 3 code
1152986	AGS-SC	TDWG Level 4 code
1152986	Argentina: Santa Cruz. Southern Chile.	text
1152986	CLS	TDWG Level 3 code
1152988	AGS-SC	TDWG Level 4 code
1152988	Argentina: Santa Cruz.	text
1152989	Chile: Magellanes	text
1152989	CLS-MG	TDWG Level 4 code
1152991	AGS	TDWG Level 3 code
1152991	Argentina: Chubut, Rio Negro. Chile: Angol. Arauco. Aisén. Cautin. Curico. Malleco. Nuble. Osorno.	text
1152991	CLC-LA	TDWG Level 4 code
1152991	CLS	TDWG Level 3 code
1152992	Chile: Aisen. Arauco. Magallanes.	text
1152992	CLS-AI	TDWG Level 4 code
1152994	BOL	TDWG Level 3 code
1152994	Bolivia: La Paz; Chile: Antofagasta. Valdivia; Ecuador: Azuay; Peru: Lima. Puno.	text
1152994	CLM	TDWG Level 3 code
1152994	CLN	TDWG Level 3 code
1152994	PER	TDWG Level 3 code
1152997	AGS	TDWG Level 3 code
1152997	Argentina: Chubut, Rio Negro. Chile: from Coquimbo to Magallanes. Valdivia. Llanquihue. Chiloe'. Santiago. Cauquenes. Linares. Arauco. Aisen.	text
1152997	CLC-LA	TDWG Level 4 code
1152997	CLC-VA	TDWG Level 4 code
1152997	CLS	TDWG Level 3 code
1153001	VIC	TDWG Level 3 code
1153002	NSW	TDWG Level 3 code
1153006	Brazil: Sao Paulo.	text
1153006	BZL-SP	TDWG Level 4 code
1153007	URU	TDWG Level 3 code
1153007	Uruguay: Lavalleja.	text
1153008	Brazil: Sao Paulo.	text
1153008	BZL-SP	TDWG Level 4 code
1153009	Brazil: Santa Catarina.	text
1153009	BZS-SC	TDWG Level 4 code
1153010	Brazil: Sau Paulo.	text
1153010	BZL-SP	TDWG Level 4 code
1153011	Brazil: Sao Paulo.	text
1153011	BZL-SP	TDWG Level 4 code
1153012	Brazil: Sao Paulo.	text
1153012	BZL-SP	TDWG Level 4 code
1153013	Brazil: Sao Paulo.	text
1153013	BZL-SP	TDWG Level 4 code
1153014	Brazil: Rio de Janeiro. Sao Paulo.	text
1153014	BZL-RJ	TDWG Level 4 code
1153016	Brazil: Sao Paulo.	text
1153016	BZL-SP	TDWG Level 4 code
1153017	URU	TDWG Level 3 code
1153017	Uruguay: Maldonado.	text
1153019	AGS	TDWG Level 3 code
1153019	Argentina: Chubut, Neuquen, Rio Negro. Chile: Aisen, Biobio, Curico, Chiloe, Valdivia. Peru: Cusco.	text
1153019	CLC-BI	TDWG Level 4 code
1153019	CLS	TDWG Level 3 code
1153019	PER	TDWG Level 3 code
1153024	AGS	TDWG Level 3 code
1153024	Argentina: Chubut, Neuquen, Rio Negro. Chile: Curico, Magallanes, Osorno, Valdivia.	text
1153024	CLC	TDWG Level 3 code
1153024	CLS	TDWG Level 3 code
1153025	Chile: Chiloe.	text
1153025	CLS	TDWG Level 3 code
1153027	Chile: Maule.	text
1153027	CLC-MA	TDWG Level 4 code
1153028	Chile: Valdivia	text
1153028	CLS	TDWG Level 3 code
1153029	AGS	TDWG Level 3 code
1153029	Argentina: Rio Negro; Chile: Nuble.	text
1153029	CLC	TDWG Level 3 code
1153030	Chile: Chiloe. Llanquihue. Osorno.	text
1153030	CLS-LL	TDWG Level 4 code
1153032	BZC-GO	TDWG Level 4 code
1153032	West-central Brazil	text
1153034	84    	TDWG Level 2 code
1153034	Brazil: São Paulo.	text
1153034	BZL	TDWG Level 3 code
1153035	Brazil: Rio de Janeiro, São Paulo.	text
1153035	BZL-RJ	TDWG Level 4 code
1153037	Brazil: São Paulo.	text
1153037	BZL-SP	TDWG Level 4 code
1153038	Brazil: São Paulo.	text
1153038	BZL-SP	TDWG Level 4 code
1153039	Brazil: São Paulo.	text
1153039	BZL-SP	TDWG Level 4 code
1153040	Brazil: Goiás.	text
1153040	BZC-GO	TDWG Level 4 code
1153041	Brazil: São Paulo.	text
1153041	BZL-SP	TDWG Level 4 code
1153042	Brazil: São Paulo.	text
1153042	BZL-SP	TDWG Level 4 code
1153043	BZS-SC	TDWG Level 4 code
1153044	Brazil: São Paulo.	text
1153044	BZL-SP	TDWG Level 4 code
1153045	AGE	TDWG Level 3 code
1153046	AGE	TDWG Level 3 code
1153046	Northeast Argentina	text
1153048	AGS	TDWG Level 3 code
1153048	Argentina: Chubut. Chile: Aisen, Curacautín, La Araucania, Malleco, Maule.	text
1153048	CLC-LA	TDWG Level 4 code
1153048	CLS	TDWG Level 3 code
1153049	Chile: Malleco.	text
1153049	CLC	TDWG Level 3 code
1153054	Northeastern Australia, Running River drainage	text
1153054	QLD	TDWG Level 3 code
1153058	Northeastern Australia, Running River drainage	text
1153058	QLD	TDWG Level 3 code
1153059	QLD	TDWG Level 3 code
1153060	VIC	TDWG Level 3 code
1153062	QLD	TDWG Level 3 code
1153064	NSW	TDWG Level 3 code
1153068	TAS	TDWG Level 3 code
1153070	TAS	TDWG Level 3 code
1153080	TAS	TDWG Level 3 code
1153082	Northeastern Australia, Running River drainage	text
1153082	QLD	TDWG Level 3 code
1153085	50    	TDWG Level 2 code
1153086	NSW	TDWG Level 3 code
1153090	Northeastern Australia, Running River drainage	text
1153090	QLD	TDWG Level 3 code
1153094	VIC	TDWG Level 3 code
1153098	VIC	TDWG Level 3 code
1153099	VIC	TDWG Level 3 code
1153107	TAS	TDWG Level 3 code
1153109	FIJ	TDWG Level 3 code
1153110	WAU	TDWG Level 3 code
1153111	QLD	TDWG Level 3 code
1153114	AGS-CB	TDWG Level 4 code
1153114	Argentina: Chubut.	text
1153115	AGS-CB	TDWG Level 4 code
1153115	Argentina: Chubut, Santa Cruz, Rio Negro, and Neuquen provinces.	text
1153118	AGS-CB	TDWG Level 4 code
1153118	Argentina: Chubut.	text
1153119	AGS-TF	TDWG Level 4 code
1153119	Argentina: Tierra del Fuego.	text
1153122	Chile: Santiago.	text
1153122	CLC-SA	TDWG Level 4 code
1153123	AGS	TDWG Level 3 code
1153123	Argentina: Chubut, Rio Negro. Chile: Aisén, Colchagua, Santiago, Magallanes.	text
1153123	CLC-SA	TDWG Level 4 code
1153123	CLS	TDWG Level 3 code
1153124	AGS-SC	TDWG Level 4 code
1153124	Argentina: Santa Cruz. Chile: Aisén, Magallanes.	text
1153124	CLS-MG	TDWG Level 4 code
1153128	NSW	TDWG Level 3 code
1153128	TAS	TDWG Level 3 code
1153128	VIC	TDWG Level 3 code
1153130	NSW	TDWG Level 3 code
1153130	TAS	TDWG Level 3 code
1153130	VIC	TDWG Level 3 code
1153131	NSW	TDWG Level 3 code
1153131	VIC	TDWG Level 3 code
1153132	NSW	TDWG Level 3 code
1153134	NSW	TDWG Level 3 code
1153134	VIC	TDWG Level 3 code
1153135	NSW	TDWG Level 3 code
1153135	VIC	TDWG Level 3 code
1153136	VIC	TDWG Level 3 code
1153137	VIC	TDWG Level 3 code
1153141	NSW	TDWG Level 3 code
1153141	VIC	TDWG Level 3 code
1153143	VIC	TDWG Level 3 code
1153148	NSW	TDWG Level 3 code
1153148	VIC	TDWG Level 3 code
1153151	NSW	TDWG Level 3 code
1153151	VIC	TDWG Level 3 code
1153154	TAS	TDWG Level 3 code
1153155	NSW-CT	TDWG Level 4 code
1153155	VIC	TDWG Level 3 code
1153157	VIC	TDWG Level 3 code
1153160	AGS	TDWG Level 3 code
1153160	Argentina: Chubut, Rio Negro. Chile: Curico, Valdivia	text
1153160	CLC	TDWG Level 3 code
1153160	CLS-LL	TDWG Level 4 code
1153166	51    	TDWG Level 2 code
1153167	NZS	TDWG Level 3 code
1153168	NZS	TDWG Level 3 code
1153169	NZS	TDWG Level 3 code
1153170	NZS	TDWG Level 3 code
1153171	NZS	TDWG Level 3 code
1153172	NZS	TDWG Level 3 code
1153174	51    	TDWG Level 2 code
1153176	51    	TDWG Level 2 code
1153177	51    	TDWG Level 2 code
1153178	NZS	TDWG Level 3 code
1153179	NZS	TDWG Level 3 code
1153180	NZS	TDWG Level 3 code
1153181	NZS	TDWG Level 3 code
1153182	51    	TDWG Level 2 code
1153184	NZS	TDWG Level 3 code
1153185	NZS	TDWG Level 3 code
1153186	NZS	TDWG Level 3 code
1153187	NZS	TDWG Level 3 code
1153189	NZS	TDWG Level 3 code
1153190	NZS	TDWG Level 3 code
1153191	NZS	TDWG Level 3 code
1153192	NZS	TDWG Level 3 code
1153193	NZS	TDWG Level 3 code
1153194	NZS	TDWG Level 3 code
1153195	NZS	TDWG Level 3 code
1153196	NZS	TDWG Level 3 code
1153197	NZS	TDWG Level 3 code
1153198	NZS	TDWG Level 3 code
1153199	NZS	TDWG Level 3 code
1153201	NZS	TDWG Level 3 code
1153202	51    	TDWG Level 2 code
1153202	New Zealand	text
1153204	NZN	TDWG Level 3 code
1153205	51    	TDWG Level 2 code
1153206	NZS	TDWG Level 3 code
1153209	AGS	TDWG Level 3 code
1153209	Argentina(?). Chile: Magallanes.	text
1153209	CLS-MG	TDWG Level 4 code
1153211	AGE	TDWG Level 3 code
1153211	AGS-TF	TDWG Level 4 code
1153211	AGW	TDWG Level 3 code
1153211	Argentina: Chubut, Rio Negro, Tierra del Fuego. Chile: Aisen. Angol. Cauqenes. Cautin. Chiloe. Linares. Llanquihue. Magallanes. Malleco. Nuble. Osorno. Valdivia.	text
1153211	CLC	TDWG Level 3 code
1153211	CLS	TDWG Level 3 code
1153215	Chile: Aisen. Chiloe. Llanquihue. Osorno.	text
1153215	CLS	TDWG Level 3 code
1153216	AGS	TDWG Level 3 code
1153216	Argentina: Chubut. Chile: Llanquihue. Malleco. Maule.	text
1153216	CLC	TDWG Level 3 code
1153216	CLS	TDWG Level 3 code
1153218	AGS	TDWG Level 3 code
1153218	Argentina: Chubut, Rio Negro. Chile: Cautin.	text
1153218	CLC-LA	TDWG Level 4 code
1153218	CLS	TDWG Level 3 code
1153219	Chile: Malleco. Valdivia.	text
1153219	CLS	TDWG Level 3 code
1153221	AGS-RN	TDWG Level 4 code
1153221	AGW	TDWG Level 3 code
1153221	Argentina: Chubut, Rio Negro; Chile: Linares.	text
1153221	CLC	TDWG Level 3 code
1153222	AGS	TDWG Level 3 code
1153222	Argentina: Chubut. Chile: Vilches Alto.	text
1153222	CLC	TDWG Level 3 code
1153223	CLC-LA	TDWG Level 4 code
1153224	AGS	TDWG Level 3 code
1153224	Argentina: Chubut; Chile: Llanquihue.	text
1153224	CLS	TDWG Level 3 code
1153225	Chile: Linares. Malleco. Valdivia.	text
1153225	CLS	TDWG Level 3 code
1153226	AGS	TDWG Level 3 code
1153226	Argentina: Chubut. Chile: Llanquihue.	text
1153226	CLS	TDWG Level 3 code
1153228	Chile: Magallanes.	text
1153228	CLS-MG	TDWG Level 4 code
1153230	AGS	TDWG Level 3 code
1153230	Argentina: Rio Negro. Chile: Aisen, Llanquihue, Malleco, Osorno, Valdivia.	text
1153230	CLC	TDWG Level 3 code
1153230	CLS	TDWG Level 3 code
1153232	Chile: Angol, Arauco, Biobio.	text
1153232	CLC-LA	TDWG Level 4 code
1153233	Chile: Arauco.	text
1153233	CLC	TDWG Level 3 code
1153240	Chile: Parque Nacional Conguillio.	text
1153240	CLC	TDWG Level 3 code
1153288	TAS	TDWG Level 3 code
1153292	NSW	TDWG Level 3 code
1153293	TAS	TDWG Level 3 code
1153301	Chile: Cautin. Curico. Nuble. Osorno.	text
1153301	CLC	TDWG Level 3 code
1153303	NSW	TDWG Level 3 code
1153304	VIC	TDWG Level 3 code
1153305	Australia: Victoria.	text
1153305	VIC	TDWG Level 3 code
1153311	85    	TDWG Level 2 code
1153311	AGS	TDWG Level 3 code
1153311	Argentina: Neuquen. Chile: Aisén, Cautin, Chubut, Llanquihue, Neuquen, Osorno, Rio Negro, Valdivia.	text
1153311	CLC	TDWG Level 3 code
1153311	CLS	TDWG Level 3 code
1153313	QLD	TDWG Level 3 code
1153314	Northeastern Australia, Running River drainage	text
1153314	QLD	TDWG Level 3 code
1153321	51    	TDWG Level 2 code
1153322	51    	TDWG Level 2 code
1153323	51    	TDWG Level 2 code
1153324	51    	TDWG Level 2 code
1153329	85    	TDWG Level 2 code
1153329	AGS	TDWG Level 3 code
1153329	Argentina. Chile: Valdivia.	text
1153329	CLC	TDWG Level 3 code
1153329	CLS	TDWG Level 3 code
1153330	Chile: Chubut, Neuquen, Rio Negro.	text
1153330	CLC	TDWG Level 3 code
1153330	CLS-LL	TDWG Level 4 code
1153332	Chile: Maule. Pullehue. Along Rio Curanilahue.	text
1153332	CLC	TDWG Level 3 code
1153333	85    	TDWG Level 2 code
1153333	AGS	TDWG Level 3 code
1153333	AGW	TDWG Level 3 code
1153333	Argentina: Patagonia. Chile: Aisen. Cautin. Chiloe'. Curico. Nuble. Llanquihue. Valdivia.	text
1153333	CLC	TDWG Level 3 code
1153333	CLS	TDWG Level 3 code
1153335	85    	TDWG Level 2 code
1153335	AGS-CB	TDWG Level 4 code
1153335	Argentina: Chubut, Western Rio Negro. Chile: Llanquihue. Malleco. Osorno. Valdivia	text
1153335	CLC	TDWG Level 3 code
1153336	85    	TDWG Level 2 code
1153336	Chile: Cautin. Nuble. Valdivia.	text
1153336	CLC	TDWG Level 3 code
1153336	CLS	TDWG Level 3 code
1153380	3	TDWG Level 1 code
1153401	CHI-NM	TDWG Level 4 code
1153441	ORE	TDWG Level 3 code
1153441	USA: OR.	text
1153443	ABT	TDWG Level 3 code
1153443	Canad: AB. USA: MT, WY.	text
1153443	MNT	TDWG Level 3 code
1153443	WYO	TDWG Level 3 code
1153444	USA: WA.	text
1153444	WAS	TDWG Level 3 code
1153445	CAL	TDWG Level 3 code
1153445	USA: CA.	text
1153446	USA: WY.	text
1153446	WYO	TDWG Level 3 code
1153448	TAI	TDWG Level 3 code
1153448	Taiwan.	text
1153449	Japan: Hokkaido. Russia: South Sakhalin; South Kuril Islands (Kunashir).	text
1153449	JAP-HK	TDWG Level 4 code
1153449	KUR	TDWG Level 3 code
1153449	SAK	TDWG Level 3 code
1153451	Japan: Hokkaido, Honshu, Shikoku. Russia: South Sakhalin, South Kuril Islands (Kunashir, Iturup, Shikotan).	text
1153451	JAP-HN	TDWG Level 4 code
1153451	KUR	TDWG Level 3 code
1153451	SAK	TDWG Level 3 code
1153453	Japan: Honshu, Shikoku, Kyushu, Ryukyu Islands (Tokunoshima)	text
1153453	JAP-HN	TDWG Level 4 code
1153454	CHM	TDWG Level 3 code
1153454	KOR	TDWG Level 3 code
1153456	FRA	TDWG Level 3 code
1153456	France. Spain.	text
1153456	SPA	TDWG Level 3 code
1153457	SPA	TDWG Level 3 code
1153457	Spain.	text
1153459	FRA	TDWG Level 3 code
1153459	France. Italy.	text
1153459	ITA	TDWG Level 3 code
1153464	TAI	TDWG Level 3 code
1153464	Taiwan.	text
1153470	ASK	TDWG Level 3 code
1153470	Canada: MB, SK. USA: AK.	text
1153470	MAN	TDWG Level 3 code
1153470	SAS	TDWG Level 3 code
1153471	GRC	TDWG Level 3 code
1153471	Greece.	text
1153474	GRC	TDWG Level 3 code
1153474	Greece.	text
1153476	Austria. Baltic States. Belgium. Bosnia. Czechoslovakia. Denmark. Finland. France. Germany. Great Britain. Hungary. Ireland. Netherlands.  Norway. Poland. Romania. Russia East. Russia North. Slovenia. Sweden. Switzerland.	text
1153476	AUT	TDWG Level 3 code
1153476	BGM	TDWG Level 3 code
1153476	BLT	TDWG Level 3 code
1153476	CZE	TDWG Level 3 code
1153476	DEN	TDWG Level 3 code
1153476	FIN	TDWG Level 3 code
1153476	FRA	TDWG Level 3 code
1153476	GER	TDWG Level 3 code
1153476	GRB	TDWG Level 3 code
1153476	HUN	TDWG Level 3 code
1153476	IRE	TDWG Level 3 code
1153476	NET	TDWG Level 3 code
1153476	NOR	TDWG Level 3 code
1153476	POL	TDWG Level 3 code
1153476	ROM	TDWG Level 3 code
1153476	RUE	TDWG Level 3 code
1153476	RUN	TDWG Level 3 code
1153476	SWE	TDWG Level 3 code
1153476	SWI	TDWG Level 3 code
1153476	YUG	TDWG Level 3 code
1153478	CZE	TDWG Level 3 code
1153478	Czechoslovakia. Poland.	text
1153478	POL	TDWG Level 3 code
1153479	ASS	TDWG Level 3 code
1153479	Assam; India: Arunachal Pradesh	text
1153479	IND	TDWG Level 3 code
1153480	ASS	TDWG Level 3 code
1153480	Assam; India: Arunachal Pradesh	text
1153480	IND	TDWG Level 3 code
1153481	BUL	TDWG Level 3 code
1153481	Bulgaria. Yugoslavia.	text
1153481	YUG	TDWG Level 3 code
1153482	IND	TDWG Level 3 code
1153482	India: Meghalaya; Nepal	text
1153482	NEP	TDWG Level 3 code
1153484	BUL	TDWG Level 3 code
1153484	Bulgaria.	text
1153485	GRC	TDWG Level 3 code
1153485	Greece.	text
1153486	Austria. Belgium. Bosnia-Herzegovina. Bulgaria. Czechoslovakia. France. Germany. Great Britain. Hungary. Macedonia. Netherlands. Poland. Romania. Spain. Turkey. Switzerland. Ukraine.	text
1153486	AUT	TDWG Level 3 code
1153486	BGM	TDWG Level 3 code
1153486	BUL	TDWG Level 3 code
1153486	CZE	TDWG Level 3 code
1153486	FRA	TDWG Level 3 code
1153486	GER	TDWG Level 3 code
1153486	GRB	TDWG Level 3 code
1153486	HUN	TDWG Level 3 code
1153486	KRY	TDWG Level 3 code
1153486	NET	TDWG Level 3 code
1153486	POL	TDWG Level 3 code
1153486	ROM	TDWG Level 3 code
1153486	SPA	TDWG Level 3 code
1153486	SWI	TDWG Level 3 code
1153486	TUR	TDWG Level 3 code
1153486	UKR	TDWG Level 3 code
1153486	YUG	TDWG Level 3 code
1153487	Iran.	text
1153487	IRN	TDWG Level 3 code
1153488	POR	TDWG Level 3 code
1153488	Portugal. Spain.	text
1153488	SPA	TDWG Level 3 code
1153490	ASS-MA	TDWG Level 4 code
1153490	IND	TDWG Level 3 code
1153490	India: Manipur	text
1153492	EHM-AP	TDWG Level 4 code
1153492	IND	TDWG Level 3 code
1153492	India: Arunachal Pradesh	text
1153494	FRA	TDWG Level 3 code
1153494	France.	text
1153495	Austria. Baltic States. Belgium. Bosnia. Czechoslovakia. Denmark. Finland. Germany. Great Britain. Hungary. Netherlands. Poland. Romania. Russia North. Sweden. Switzerland.	text
1153495	AUT	TDWG Level 3 code
1153495	BGM	TDWG Level 3 code
1153495	BLT	TDWG Level 3 code
1153495	CZE	TDWG Level 3 code
1153495	DEN	TDWG Level 3 code
1153495	FIN	TDWG Level 3 code
1153495	GER	TDWG Level 3 code
1153495	GRB	TDWG Level 3 code
1153495	HUN	TDWG Level 3 code
1153495	NET	TDWG Level 3 code
1153495	POL	TDWG Level 3 code
1153495	ROM	TDWG Level 3 code
1153495	RUN	TDWG Level 3 code
1153495	SWE	TDWG Level 3 code
1153495	SWI	TDWG Level 3 code
1153495	YUG	TDWG Level 3 code
1153497	12    	TDWG Level 2 code
1153497	Austria. Belgium. France. Germany. Great Britain. Poland. Romania. Russia North. Spain.	text
1153497	AUT	TDWG Level 3 code
1153497	BGM	TDWG Level 3 code
1153497	FRA	TDWG Level 3 code
1153497	GER	TDWG Level 3 code
1153497	GRB	TDWG Level 3 code
1153497	POL	TDWG Level 3 code
1153497	ROM	TDWG Level 3 code
1153497	RUN	TDWG Level 3 code
1153497	SPA	TDWG Level 3 code
1153499	GRC	TDWG Level 3 code
1153499	Greece.	text
1153500	Austria. Baltic States. Belorussiya. Bulgaria.  Czechoslovakia. Denmark. Finland. France. Germany. Hungary. Italy. Norway. Poland. Romania. Russia East. Russia North. Switzerland. Sweden. Turkey. Ukraine. Yugoslavia	text
1153500	AUT	TDWG Level 3 code
1153500	BLR	TDWG Level 3 code
1153500	BLT	TDWG Level 3 code
1153500	BUL	TDWG Level 3 code
1153500	CZE	TDWG Level 3 code
